payment_id,amount,currency,payment_method,status,failure_category,error_code,error_description,timestamp,hour,day_of_week,customer_previous_success,customer_previous_failures,retry_count,transaction_frequency,average_customer_transaction,recoverable
pay_10477,5118.93,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-23 01:34:26,1,Sunday,0,0,0,1,4943.25,0
pay_10478,3445.78,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-24 15:41:36,15,Monday,18,3,0,22,2919.84,0
pay_10479,745.31,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-10 09:41:01,9,Monday,18,3,0,22,766.75,0
pay_10480,10866.19,INR,UPI,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-16 06:57:56,6,Sunday,14,1,3,16,9439.22,1
pay_10481,1883.43,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-25 01:23:56,1,Tuesday,15,4,0,20,2031.56,0
pay_10482,1861.48,INR,Net Banking,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-17 19:17:10,19,Monday,4,1,0,6,2156.1,0
pay_10483,721.38,INR,Credit Card,FAILED,AUTHENTICATION_FAILURE,E_3DS_FAILED,Transaction failed due to code E_3DS_FAILED,2026-08-20 21:51:39,21,Thursday,2,4,2,7,758.44,1
pay_10484,3066.95,INR,UPI,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-15 06:48:47,6,Saturday,0,4,3,5,3461.22,1
pay_10485,4783.97,INR,Credit Card,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-22 05:05:48,5,Saturday,18,1,2,20,4601.35,0
pay_10486,1805.79,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 12:04:52,12,Tuesday,7,1,0,9,2096.0,0
pay_10487,718.73,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-24 10:32:44,10,Monday,14,0,0,15,788.61,0
pay_10488,4858.5,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-17 17:07:51,17,Monday,1,4,0,6,5448.93,0
pay_10489,1570.57,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-27 19:55:29,19,Thursday,2,2,0,5,1300.43,0
pay_10490,3416.26,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-02 11:58:37,11,Wednesday,19,2,0,22,3630.43,0
pay_10491,3234.07,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 05:57:12,5,Thursday,16,0,0,17,2594.13,0
pay_10492,4230.42,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 21:41:25,21,Tuesday,3,0,0,4,4372.08,0
pay_10493,3957.69,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-17 23:53:01,23,Monday,19,0,0,20,3189.31,0
pay_10494,730.59,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-23 07:24:02,7,Sunday,5,4,0,10,630.84,0
pay_10495,896.79,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-31 19:49:31,19,Monday,3,1,0,5,925.06,0
pay_10496,2651.84,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-19 00:35:44,0,Wednesday,10,2,0,13,2318.1,0
pay_10497,2439.3,INR,Net Banking,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-28 07:53:56,7,Friday,15,0,2,16,2521.91,0
pay_10498,508.67,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-02 13:38:21,13,Wednesday,16,0,0,17,460.66,0
pay_10499,7145.01,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-19 06:07:51,6,Wednesday,13,4,0,18,7587.17,0
pay_10500,4489.88,INR,UPI,FAILED,INVALID_PAYMENT_DETAILS,E_INVALID_CVV,Transaction failed due to code E_INVALID_CVV,2026-08-25 17:31:23,17,Tuesday,5,3,2,9,4981.36,0
pay_10501,3594.21,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-26 06:18:38,6,Wednesday,5,4,0,10,4139.36,0
pay_10502,847.29,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 23:40:22,23,Tuesday,13,2,0,16,852.1,0
pay_10503,3481.68,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 15:24:12,15,Saturday,7,2,0,10,3917.19,0
pay_10504,3217.57,INR,Wallet,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-28 13:23:29,13,Friday,9,2,2,12,3858.03,0
pay_10505,841.02,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-07 14:33:23,14,Friday,2,3,0,6,972.79,0
pay_10506,4879.15,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-06 00:20:36,0,Thursday,15,4,0,20,4356.14,0
pay_10507,186.21,INR,Debit Card,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-09 20:21:59,20,Sunday,10,1,2,12,190.93,1
pay_10508,2599.5,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-05 19:17:20,19,Wednesday,3,4,0,8,2743.33,0
pay_10509,3451.3,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 10:56:33,10,Tuesday,15,2,0,18,3959.9,0
pay_10510,1341.57,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 17:35:14,17,Saturday,4,2,0,7,1311.01,0
pay_10511,1853.78,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-16 02:11:44,2,Sunday,13,2,0,16,2186.87,0
pay_10512,4621.89,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 14:13:00,14,Saturday,10,4,0,15,4865.27,0
pay_10513,289.81,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-14 16:51:43,16,Friday,18,0,0,19,305.57,0
pay_10514,2436.37,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-07 17:18:58,17,Friday,17,0,0,18,2765.15,0
pay_10515,615.01,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 03:15:35,3,Tuesday,10,3,0,14,603.91,0
pay_10516,3043.52,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 14:21:06,14,Saturday,12,4,0,17,3146.39,0
pay_10517,4636.29,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-26 04:54:04,4,Wednesday,7,3,0,11,4367.25,0
pay_10518,283.47,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-28 17:26:54,17,Friday,16,3,0,20,326.67,0
pay_10519,5512.13,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-19 07:39:41,7,Wednesday,14,2,0,17,6035.62,0
pay_10520,994.0,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 00:27:05,0,Thursday,4,1,0,6,1070.03,0
pay_10521,2459.8,INR,Credit Card,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-21 18:27:17,18,Friday,6,4,3,11,2927.5,1
pay_10522,4395.32,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-27 19:33:40,19,Thursday,13,2,0,16,4904.14,0
pay_10523,1495.57,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-21 16:02:57,16,Friday,5,1,0,7,1241.22,0
pay_10524,1592.67,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-29 17:09:08,17,Saturday,7,3,0,11,1451.48,0
pay_10525,4152.35,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 06:57:02,6,Tuesday,9,3,0,13,3912.04,0
pay_10526,2952.1,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-31 19:55:07,19,Monday,3,1,0,5,2766.29,0
pay_10527,5149.89,INR,UPI,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-12 18:58:00,18,Wednesday,4,1,1,6,5161.24,1
pay_10528,538.94,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-14 18:36:22,18,Friday,16,0,0,17,530.23,0
pay_10529,1064.88,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-21 11:53:04,11,Friday,1,0,0,2,933.14,0
pay_10530,1215.68,INR,Credit Card,FAILED,RISK_OR_FRAUD,E_FRAUD_SUSPECTED,Transaction failed due to code E_FRAUD_SUSPECTED,2026-09-01 14:56:02,14,Tuesday,14,4,2,19,1453.69,0
pay_10531,5657.29,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-19 13:28:43,13,Wednesday,15,0,0,16,5640.47,0
pay_10532,1800.16,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-08 10:46:21,10,Saturday,15,1,0,17,1528.86,0
pay_10533,3147.72,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 13:54:30,13,Thursday,12,4,0,17,3716.13,0
pay_10534,632.42,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 06:31:11,6,Saturday,13,3,0,17,751.37,0
pay_10535,6882.51,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-10 14:30:09,14,Monday,5,3,0,9,5961.09,0
pay_10536,4964.84,INR,Credit Card,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-19 22:31:08,22,Wednesday,5,0,0,6,5532.11,0
pay_10537,878.55,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-26 02:08:54,2,Wednesday,16,2,0,19,999.83,0
pay_10538,4123.19,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-26 06:24:52,6,Wednesday,19,3,0,23,3299.63,0
pay_10539,5263.45,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-23 08:52:26,8,Sunday,16,3,0,20,5175.71,0
pay_10540,1231.65,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-17 15:36:49,15,Monday,13,2,0,16,1102.65,0
pay_10541,6126.75,INR,Credit Card,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-28 12:05:59,12,Friday,1,1,2,3,6158.42,1
pay_10542,3194.19,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-24 19:25:07,19,Monday,17,4,0,22,3417.02,0
pay_10543,3748.11,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-10 10:59:19,10,Monday,19,0,0,20,3700.63,0
pay_10544,3863.11,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-21 21:03:50,21,Friday,0,0,0,1,3767.58,0
pay_10545,4718.68,INR,UPI,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-09-01 09:44:57,9,Tuesday,14,3,3,18,5142.6,1
pay_10546,445.81,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-29 04:04:33,4,Saturday,0,2,0,3,499.57,0
pay_10547,1394.34,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-28 20:41:05,20,Friday,0,1,0,2,1493.28,0
pay_10548,2235.52,INR,Net Banking,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-09-03 13:17:15,13,Thursday,8,0,3,9,1998.04,0
pay_10549,1208.12,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 06:26:49,6,Tuesday,7,2,0,10,1274.37,0
pay_10550,2423.86,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-12 23:37:00,23,Wednesday,5,4,0,10,2796.99,0
pay_10551,3508.73,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 21:13:05,21,Saturday,12,3,0,16,3758.71,0
pay_10552,2107.8,INR,UPI,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-09 13:19:46,13,Sunday,13,2,2,16,2402.5,0
pay_10553,383.0,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-28 02:08:02,2,Friday,15,1,0,17,448.67,0
pay_10554,309.5,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 05:21:50,5,Thursday,13,4,0,18,302.9,0
pay_10555,1890.47,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-17 11:17:08,11,Monday,8,1,0,10,2002.02,0
pay_10556,947.21,INR,UPI,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-20 15:59:10,15,Thursday,16,2,3,19,838.26,1
pay_10557,2873.07,INR,UPI,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-07 19:04:56,19,Friday,3,0,3,4,2804.18,0
pay_10558,3420.67,INR,Net Banking,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-18 16:11:55,16,Tuesday,16,3,0,20,2900.58,0
pay_10559,3469.36,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-30 03:59:47,3,Sunday,13,3,0,17,3793.93,0
pay_10560,2650.8,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-28 03:23:28,3,Friday,16,2,0,19,2485.35,0
pay_10561,3451.27,INR,Credit Card,FAILED,AUTHENTICATION_FAILURE,E_3DS_FAILED,Transaction failed due to code E_3DS_FAILED,2026-08-23 19:13:15,19,Sunday,2,1,2,4,3534.9,1
pay_10562,7296.86,INR,UPI,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-06 06:06:57,6,Thursday,4,2,0,7,8699.52,1
pay_10563,754.21,INR,UPI,FAILED,NETWORK_OR_TIMEOUT,E_GATEWAY_TIMEOUT,Transaction failed due to code E_GATEWAY_TIMEOUT,2026-08-10 16:39:02,16,Monday,10,3,2,14,670.66,1
pay_10564,5311.06,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-10 08:27:42,8,Monday,8,1,0,10,5164.97,0
pay_10565,1217.43,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-06 05:21:46,5,Thursday,0,4,0,5,1272.93,0
pay_10566,878.75,INR,Credit Card,FAILED,INVALID_PAYMENT_DETAILS,E_INVALID_CVV,Transaction failed due to code E_INVALID_CVV,2026-08-18 17:41:52,17,Tuesday,2,4,1,7,982.07,0
pay_10567,580.84,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-08 09:59:44,9,Saturday,5,0,0,6,547.93,0
pay_10568,6251.53,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-07 10:21:56,10,Friday,14,4,0,19,5962.99,0
pay_10569,1686.41,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-12 09:08:02,9,Wednesday,16,0,0,17,1755.0,0
pay_10570,7065.88,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-08 23:06:36,23,Saturday,17,1,0,19,6591.36,0
pay_10571,6731.26,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 01:45:33,1,Saturday,14,2,0,17,7467.85,0
pay_10572,262.6,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 08:07:37,8,Thursday,2,1,0,4,297.65,0
pay_10573,4364.06,INR,Credit Card,FAILED,CUSTOMER_ABANDONMENT,E_USER_CANCELLED,Transaction failed due to code E_USER_CANCELLED,2026-08-25 02:56:07,2,Tuesday,3,4,2,8,4419.33,0
pay_10574,2079.3,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-12 14:39:01,14,Wednesday,3,2,0,6,1687.69,0
pay_10575,6094.59,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 16:32:16,16,Saturday,12,1,0,14,6233.65,0
pay_10576,807.9,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-06 17:29:05,17,Thursday,6,4,0,11,916.64,0
pay_10577,278.8,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 15:52:19,15,Thursday,2,1,0,4,258.15,0
pay_10578,260.02,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-07 05:32:34,5,Friday,12,4,0,17,208.85,0
pay_10579,7319.44,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-14 05:56:50,5,Friday,5,1,0,7,8327.22,0
pay_10580,1804.22,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 09:59:28,9,Saturday,15,2,0,18,1847.09,0
pay_10581,4557.76,INR,Debit Card,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-24 20:56:54,20,Monday,18,4,0,23,5208.96,0
pay_10582,4442.93,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-09-01 22:57:59,22,Tuesday,15,2,0,18,4361.9,0
pay_10583,3937.47,INR,Wallet,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-20 21:47:57,21,Thursday,17,0,0,18,3629.55,0
pay_10584,701.91,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-24 14:24:51,14,Monday,14,3,0,18,714.95,0
pay_10585,1499.75,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-06 13:48:19,13,Thursday,14,0,0,15,1678.05,0
pay_10586,3370.49,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-18 10:04:37,10,Tuesday,13,2,0,16,3508.61,0
pay_10587,594.89,INR,UPI,FAILED,CUSTOMER_ABANDONMENT,E_USER_CANCELLED,Transaction failed due to code E_USER_CANCELLED,2026-08-18 02:56:01,2,Tuesday,16,1,2,18,696.37,0
pay_10588,1510.21,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-21 01:25:21,1,Friday,18,1,0,20,1726.44,0
pay_10589,3434.07,INR,Net Banking,FAILED,CARD_ISSUE,E_CARD_EXPIRED,Transaction failed due to code E_CARD_EXPIRED,2026-08-22 20:32:47,20,Saturday,9,3,3,13,3247.41,0
pay_10590,2238.02,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-22 16:42:56,16,Saturday,14,3,0,18,2171.88,0
pay_10591,4614.89,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-13 05:26:31,5,Thursday,7,4,0,12,3857.89,0
pay_10592,686.85,INR,UPI,FAILED,INSUFFICIENT_FUNDS,E_INSUFFICIENT_FUNDS,Transaction failed due to code E_INSUFFICIENT_FUNDS,2026-08-28 13:43:01,13,Friday,13,1,3,15,731.58,1
pay_10593,5262.77,INR,Debit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-25 09:46:33,9,Tuesday,14,3,0,18,4549.91,0
pay_10594,2271.56,INR,Debit Card,FAILED,BANK_DECLINE,E_ISSUER_DECLINE,Transaction failed due to code E_ISSUER_DECLINE,2026-08-24 08:07:45,8,Monday,5,3,0,9,2187.71,0
pay_10595,485.44,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-15 00:48:44,0,Saturday,12,2,0,15,523.72,0
pay_10596,687.43,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-07 19:05:55,19,Friday,19,3,0,23,635.71,0
pay_10597,475.59,INR,UPI,FAILED,INVALID_PAYMENT_DETAILS,E_INVALID_CVV,Transaction failed due to code E_INVALID_CVV,2026-08-19 11:05:32,11,Wednesday,8,3,3,12,400.56,0
pay_10598,265.88,INR,Credit Card,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-10 19:11:23,19,Monday,3,4,0,8,317.97,0
pay_10599,226.2,INR,UPI,SUCCESS,SUCCESS,NONE,Transaction successful,2026-08-11 15:14:05,15,Tuesday,9,2,0,12,233.24,0
